id,label,lang,text,group_id,is_augmented
oth-005-v1,other,en,"I gave my friend Rs 1.5 lakhs in cash over several months when he was in trouble. There is no paper, no cheque, only some WhatsApp chats where he admits it. He now denies borrowing anything. Kindly guide me on the next steps.",oth-005,True
oth-005-v2,other,en,"Please help me with this. I gave my friend Rs 1.5 lakhs in cash over several months when he was in trouble. There is no paper, no cheque, only some WhatsApp chats where he admits it. He now denies borrowing anything.",oth-005,True
oth-005-v3,other,en,"I gave my friend Rs 1.5 lakhs in cash over several months when he was in trouble. There is no paper, no cheque, only some WhatsApp chats where he admits it. He now denies borrowing anything. Is there any legal option for me?",oth-005,True
oth-006,other,hi-rom,Mere pati ne mujhe aur bacchon ko chhod diya hai aur doosri jagah reh raha hai. Kharcha bilkul nahi deta. Main private school me padhati hoon par guzara mushkil hai. Maintenance kaise milega?,oth-006,False
oth-006-v1,other,hi-rom,"Hello, Mere pati ne mujhe aur bacchon ko chhod diya hai aur doosri jagah reh raha hai. Kharcha bilkul nahi deta. Main private school me padhati hoon par guzara mushkil hai. Maintenance kaise milega?",oth-006,True
oth-006-v2,other,hi-rom,Please help me with this. Mere pati ne mujhe aur bacchon ko chhod diya hai aur doosri jagah reh raha hai. Kharcha bilkul nahi deta. Main private school me padhati hoon par guzara mushkil hai. Maintenance kaise milega?,oth-006,True
oth-006-v3,other,hi-rom,Mere pati ne mujhe aur bacchon ko chhod diya hai aur doosri jagah reh raha hai. Kharcha bilkul nahi deta. Main private school me padhati hoon par guzara mushkil hai. Maintenance kaise milega? Is there any legal option for me?,oth-006,True
oth-009,other,en,"I was terminated from my job without notice or any inquiry after I reported my manager for harassment. The termination letter says performance issues, but my last three appraisals were excellent.",oth-009,False
oth-009-v1,other,en,"I was terminated from my job without notice or any inquiry after I reported my manager for harassment. The termination letter says performance issues, but my last three appraisals were excellent. Kindly guide me on the next steps.",oth-009,True
oth-009-v2,other,en,"I was terminated from my job without notice or any inquiry after I reported my manager for harassment. The termination letter says performance issues, but my last three appraisals were excellent. Is there any legal option for me?",oth-009,True
oth-009-v3,other,en,"I was terminated from my job without notice or any inquiry after I reported my manager for harassment. The termination letter says performance issues, but my last three appraisals were excellent. Please advise.",oth-009,True
oth-010,other,en,My father wants to write his will but my uncle is pressuring him to sign a settlement deed transferring farmland to him first. My father is 82 and gets confused. How do we protect him?,oth-010,False
oth-010-v1,other,en,My father wants to write his will but my uncle is pressuring him to sign a settlement deed transferring farmland to him first. My father is 82 and gets confused. How do we protect him? Please advise.,oth-010,True
oth-010-v2,other,en,My father wants to write his will but my uncle is pressuring him to sign a settlement deed transferring farmland to him first. My father is 82 and gets confused. How do we protect him? What should I do now?,oth-010,True
oth-010-v3,other,en,"Hello, My father wants to write his will but my uncle is pressuring him to sign a settlement deed transferring farmland to him first. My father is 82 and gets confused. How do we protect him?",oth-010,True
oth-011,other,en,A man on a scooter hit my daughter at a crossing and fled. Bystanders noted the number plate. Police traced him but say compensation is a court matter and their job ends with the challan.,oth-011,False
oth-011-v1,other,en,Please help me with this. A man on a scooter hit my daughter at a crossing and fled. Bystanders noted the number plate. Police traced him but say compensation is a court matter and their job ends with the challan.,oth-011,True
oth-011-v2,other,en,A man on a scooter hit my daughter at a crossing and fled. Bystanders noted the number plate. Police traced him but say compensation is a court matter and their job ends with the challan. Kindly guide me on the next steps.,oth-011,True
oth-011-v3,other,en,A man on a scooter hit my daughter at a crossing and fled. Bystanders noted the number plate. Police traced him but say compensation is a court matter and their job ends with the challan. Please advise.,oth-011,True
oth-012,other,en,My in laws are demanding a car one year after the wedding and have sent my wife back to us saying she can return with the car. We already gave more than we could afford at the wedding.,oth-012,False
oth-012-v1,other,en,My in laws are demanding a car one year after the wedding and have sent my wife back to us saying she can return with the car. We already gave more than we could afford at the wedding. What should I do now?,oth-012,True
oth-012-v2,other,en,My in laws are demanding a car one year after the wedding and have sent my wife back to us saying she can return with the car. We already gave more than we could afford at the wedding. Kindly guide me on the next steps.,oth-012,True
oth-012-v3,other,en,I need some guidance. My in laws are demanding a car one year after the wedding and have sent my wife back to us saying she can return with the car. We already gave more than we could afford at the wedding.,oth-012,True
oth-014,other,en,"Loan app agents are calling my entire contact list with morphed photos of me, claiming I am a fraudster. I borrowed Rs 8,000 and have already paid Rs 21,000. The harassment will not stop.",oth-014,False
oth-014-v1,other,en,"Hello, Loan app agents are calling my entire contact list with morphed photos of me, claiming I am a fraudster. I borrowed Rs 12,000 and have already paid Rs 21,000. The harassment will not stop.",oth-014,True
oth-014-v2,other,en,"Loan app agents are calling my entire contact list with morphed photos of me, claiming I am a fraudster. I borrowed Rs 6,400 and have already paid Rs 21,000. The harassment will not stop.",oth-014,True
oth-014-v3,other,en,"Loan app agents are calling my entire contact list with morphed photos of me, claiming I am a fraudster. I borrowed Rs 3,200 and have already paid Rs 21,000. The harassment will not stop.",oth-014,True
oth-015,other,en,My wife filed for divorce and is asking for custody of both children with no visitation for me at all. I have never harmed them. I want to understand fathers rights in custody.,oth-015,False
oth-015-v1,other,en,My wife filed for divorce and is asking for custody of both children with no visitation for me at all. I have never harmed them. I want to understand fathers rights in custody. Please advise.,oth-015,True
oth-015-v2,other,en,Please help me with this. My wife filed for divorce and is asking for custody of both children with no visitation for me at all. I have never harmed them. I want to understand fathers rights in custody.,oth-015,True
oth-015-v3,other,en,"Hello, My wife filed for divorce and is asking for custody of both children with no visitation for me at all. I have never harmed them. I want to understand fathers rights in custody.",oth-015,True
oth-017,other,en,Our village common well has been fenced off by an influential family claiming it fell in their surveyed land. Three generations have used it publicly. The tehsildar keeps postponing the hearing.,oth-017,False
oth-017-v1,other,en,Our village common well has been fenced off by an influential family claiming it fell in their surveyed land. Three generations have used it publicly. The tehsildar keeps postponing the hearing. Kindly guide me on the next steps.,oth-017,True
oth-017-v2,other,en,Our village common well has been fenced off by an influential family claiming it fell in their surveyed land. Three generations have used it publicly. The tehsildar keeps postponing the hearing. Please advise.,oth-017,True
oth-017-v3,other,en,Our village common well has been fenced off by an influential family claiming it fell in their surveyed land. Three generations have used it publicly. The tehsildar keeps postponing the hearing. What should I do now?,oth-017,True
oth-018,other,hi-rom,Bhai ke naam pe papa ne zameen ki thi taaki loan mil jaye. Ab bhai usse apni bata raha hai aur bechne ki baat kar raha hai. Papa ke paas purane kagaz hain sab. Kya zameen wapas ho sakti hai?,oth-018,False
oth-018-v1,other,hi-rom,Bhai ke naam pe papa ne zameen ki thi taaki loan mil jaye. Ab bhai usse apni bata raha hai aur bechne ki baat kar raha hai. Papa ke paas purane kagaz hain sab. Kya zameen wapas ho sakti hai? Is there any legal option for me?,oth-018,True
oth-018-v2,other,hi-rom,Bhai ke naam pe papa ne zameen ki thi taaki loan mil jaye. Ab bhai usse apni bata raha hai aur bechne ki baat kar raha hai. Papa ke paas purane kagaz hain sab. Kya zameen wapas ho sakti hai? Kindly guide me on the next steps.,oth-018,True
oth-018-v3,other,hi-rom,Bhai ke naam pe papa ne zameen ki thi taaki loan mil jaye. Ab bhai usse apni bata raha hai aur bechne ki baat kar raha hai. Papa ke paas purane kagaz hain sab. Kya zameen wapas ho sakti hai? Please advise.,oth-018,True
oth-019,other,en,An agency took Rs 2.5 lakhs from me promising a work visa and a hotel job in Dubai. The visa turned out to be a visit visa and the job never existed. The office is now closed and the owner is absconding.,oth-019,False
oth-019-v1,other,en,An agency took Rs 2.5 lakhs from me promising a work visa and a hotel job in Dubai. The visa turned out to be a visit visa and the job never existed. The office is now closed and the owner is absconding. Please advise.,oth-019,True
oth-019-v2,other,en,An agency took Rs 2.5 lakhs from me promising a work visa and a hotel job in Dubai. The visa turned out to be a visit visa and the job never existed. The office is now closed and the owner is absconding. Is there any legal option for me?,oth-019,True
oth-019-v3,other,en,"Hello, An agency took Rs 2.5 lakhs from me promising a work visa and a hotel job in Dubai. The visa turned out to be a visit visa and the job never existed. The office is now closed and the owner is absconding.",oth-019,True
oth-020,other,en,"My society's committee has been collecting a repair fund for years, but the audit shows most of it missing. The secretary refuses to call a general body meeting or show the books.",oth-020,False
oth-020-v1,other,en,"My society's committee has been collecting a repair fund for years, but the audit shows most of it missing. The secretary refuses to call a general body meeting or show the books. Kindly guide me on the next steps.",oth-020,True
oth-020-v2,other,en,"My society's committee has been collecting a repair fund for years, but the audit shows most of it missing. The secretary refuses to call a general body meeting or show the books. Please advise.",oth-020,True
oth-020-v3,other,en,"Sir, My society's committee has been collecting a repair fund for years, but the audit shows most of it missing. The secretary refuses to call a general body meeting or show the books.",oth-020,True
oth-021,other,en,My daughter's school is refusing to give her transfer certificate because we protested a fee hike. Without the TC her admission to the new school will lapse next week.,oth-021,False
oth-021-v1,other,en,My daughter's school is refusing to give her transfer certificate because we protested a fee hike. Without the TC her admission to the new school will lapse next week. Is there any legal option for me?,oth-021,True
oth-021-v2,other,en,I need some guidance. My daughter's school is refusing to give her transfer certificate because we protested a fee hike. Without the TC her admission to the new school will lapse next week.,oth-021,True
oth-021-v3,other,en,"Hello, My daughter's school is refusing to give her transfer certificate because we protested a fee hike. Without the TC her admission to the new school will lapse next week.",oth-021,True
oth-023,other,en,A colleague has been spreading messages in office groups saying I take bribes from vendors. It is completely false and my transfer to a better branch was cancelled because of the rumours.,oth-023,False
oth-023-v1,other,en,A colleague has been spreading messages in office groups saying I take bribes from vendors. It is completely false and my transfer to a better branch was cancelled because of the rumours. Is there any legal option for me?,oth-023,True
oth-023-v2,other,en,A colleague has been spreading messages in office groups saying I take bribes from vendors. It is completely false and my transfer to a better branch was cancelled because of the rumours. What should I do now?,oth-023,True
oth-023-v3,other,en,"Hello, A colleague has been spreading messages in office groups saying I take bribes from vendors. It is completely false and my transfer to a better branch was cancelled because of the rumours.",oth-023,True
oth-024,other,en,"My landlord's electrician cousin, while fixing the building supply, called me names in front of neighbours over a parking argument and threatened to break my legs. I am worried it will escalate.",oth-024,False
oth-024-v1,other,en,"My flat owner's electrician cousin, while fixing the building supply, called me names in front of neighbours over a parking argument and threatened to break my legs. I am worried it will escalate.",oth-024,True
oth-024-v2,other,en,"I need some guidance. My owner of the house's electrician cousin, while fixing the building supply, called me names in front of neighbours over a parking argument and threatened to break my legs. I am worried it will escalate.",oth-024,True
oth-024-v3,other,en,"My house owner's electrician cousin, while fixing the building supply, called me names in front of neighbours over a parking argument and threatened to break my legs. I am worried it will escalate. Is there any legal option for me?",oth-024,True
oth-027,other,en,A relative posted my sister's photos with vulgar captions from a fake account after she rejected his proposal. We know it is him. She is devastated and we want it stopped and punished.,oth-027,False
oth-027-v1,other,en,"Hello, A relative posted my sister's photos with vulgar captions from a fake account after she rejected his proposal. We know it is him. She is devastated and we want it stopped and punished.",oth-027,True
oth-027-v2,other,en,Please help me with this. A relative posted my sister's photos with vulgar captions from a fake account after she rejected his proposal. We know it is him. She is devastated and we want it stopped and punished.,oth-027,True
oth-027-v3,other,en,"Sir, A relative posted my sister's photos with vulgar captions from a fake account after she rejected his proposal. We know it is him. She is devastated and we want it stopped and punished.",oth-027,True
oth-028,other,en,My motorbike was seized by police during a festival checking because the previous owner never transferred the RC. I have the delivery note and insurance in my name. The bike has been at the station for a month.,oth-028,False
oth-028-v1,other,en,My motorbike was seized by police during a festival checking because the previous owner never transferred the RC. I have the delivery note and insurance in my name. The bike has been at the station for a month. Is there any legal option for me?,oth-028,True
oth-028-v2,other,en,"Sir, My motorbike was seized by police during a festival checking because the previous owner never transferred the RC. I have the delivery note and insurance in my name. The bike has been at the station for a month.",oth-028,True
oth-028-v3,other,en,My motorbike was seized by police during a festival checking because the previous owner never transferred the RC. I have the delivery note and insurance in my name. The bike has been at the station for a month. What should I do now?,oth-028,True
oth-029,other,en,An astrologer cum baba took Rs 3 lakhs from my mother over two years for rituals to cure my father's cancer. My father passed away and the baba has moved his ashram. My mother still defends him.,oth-029,False
oth-029-v1,other,en,Please help me with this. An astrologer cum baba took Rs 3 lakhs from my mother over two years for rituals to cure my father's cancer. My father passed away and the baba has moved his ashram. My mother still defends him.,oth-029,True
oth-029-v2,other,en,I need some guidance. An astrologer cum baba took Rs 3 lakhs from my mother over two years for rituals to cure my father's cancer. My father passed away and the baba has moved his ashram. My mother still defends him.,oth-029,True
oth-029-v3,other,en,"Sir, An astrologer cum baba took Rs 3 lakhs from my mother over two years for rituals to cure my father's cancer. My father passed away and the baba has moved his ashram. My mother still defends him.",oth-029,True
oth-030,other,en,"I signed as a guarantor for my cousin's tractor loan. He has defaulted and left the village, and the bank has started attaching my salary account. I never received a single rupee of that loan.",oth-030,False
oth-030-v1,other,en,"I signed as a guarantor for my cousin's tractor loan. He has defaulted and left the village, and the bank has started attaching my salary account. I never received a single rupee of that loan. Is there any legal option for me?",oth-030,True
oth-030-v2,other,en,"Sir, I signed as a guarantor for my cousin's tractor loan. He has defaulted and left the village, and the bank has started attaching my salary account. I never received a single rupee of that loan.",oth-030,True
oth-030-v3,other,en,"Please help me with this. I signed as a guarantor for my cousin's tractor loan. He has defaulted and left the village, and the bank has started attaching my salary account. I never received a single rupee of that loan.",oth-030,True
oth-031,other,hi-rom,"Factory me kaam karte waqt haath machine me aa gaya tha, do ungliyan kat gayi. Malik ne hospital ka kharcha de diya par ab kaam pe wapas nahi le raha aur koi muavza bhi nahi. Kya karoon?",oth-031,False
oth-031-v1,other,hi-rom,"Factory me kaam karte waqt haath machine me aa gaya tha, do ungliyan kat gayi. Malik ne hospital ka kharcha de diya par ab kaam pe wapas nahi le raha aur koi muavza bhi nahi. Kya karoon? Kindly guide me on the next steps.",oth-031,True
oth-031-v2,other,hi-rom,"Hello, Factory me kaam karte waqt haath machine me aa gaya tha, do ungliyan kat gayi. Malik ne hospital ka kharcha de diya par ab kaam pe wapas nahi le raha aur koi muavza bhi nahi. Kya karoon?",oth-031,True
oth-031-v3,other,hi-rom,"Factory me kaam karte waqt haath machine me aa gaya tha, do ungliyan kat gayi. Malik ne hospital ka kharcha de diya par ab kaam pe wapas nahi le raha aur koi muavza bhi nahi. Kya karoon? What should I do now?",oth-031,True
oth-033,other,en,The municipal corporation demolished part of our compound wall for road widening eight months ago. The promised compensation file moves between offices and every clerk asks for a different document.,oth-033,False
oth-033-v1,other,en,Please help me with this. The municipal corporation demolished part of our compound wall for road widening eight months ago. The promised compensation file moves between offices and every clerk asks for a different document.,oth-033,True
oth-033-v2,other,en,The municipal corporation demolished part of our compound wall for road widening eight months ago. The promised compensation file moves between offices and every clerk asks for a different document. Kindly guide me on the next steps.,oth-033,True
oth-033-v3,other,en,The municipal corporation demolished part of our compound wall for road widening eight months ago. The promised compensation file moves between offices and every clerk asks for a different document. Is there any legal option for me?,oth-033,True
oth-034,other,en,I am 19 and my parents are forcing me to marry a man twice my age in exchange for settling a family land dispute. I have exams next month. I need to know how to protect myself legally.,oth-034,False
oth-034-v1,other,en,I am 19 and my parents are forcing me to marry a man twice my age in exchange for settling a family land dispute. I have exams next month. I need to know how to protect myself legally. What should I do now?,oth-034,True
oth-034-v2,other,en,I am 19 and my parents are forcing me to marry a man twice my age in exchange for settling a family land dispute. I have exams next month. I need to know how to protect myself legally. Please advise.,oth-034,True
oth-034-v3,other,en,"Hello, I am 19 and my parents are forcing me to marry a man twice my age in exchange for settling a family land dispute. I have exams next month. I need to know how to protect myself legally.",oth-034,True
oth-035,other,en,"Our startup's co founder transferred the company domain, client contracts and the entire codebase to a new company he registered with his wife, and then resigned. We had no formal founders agreement.",oth-035,False
oth-035-v1,other,en,"Our startup's co founder transferred the firm domain, client contracts and the entire codebase to a new company he registered with his wife, and then resigned. We had no formal founders agreement.",oth-035,True
oth-035-v2,other,en,"Please help me with this. Our startup's co founder transferred the firm domain, client contracts and the entire codebase to a new company he registered with his wife, and then resigned. We had no formal founders agreement.",oth-035,True
oth-035-v3,other,en,"Our startup's co founder transferred the firm domain, client contracts and the entire codebase to a new company he registered with his wife, and then resigned. We had no formal founders agreement. Is there any legal option for me?",oth-035,True
oth-036,other,en,"A private ambulance charged us Rs 45,000 for a 30 km transfer during an emergency, ten times the normal rate, and demanded cash before moving my father. I paid but I want to pursue this. Where does such a complaint even go?",oth-036,False
oth-036-v1,other,en,"A private ambulance charged us Rs 90,000 for a 30 km transfer during an emergency, ten times the normal rate, and demanded cash before moving my father. I paid but I want to pursue this. Where does such a grievance even go?",oth-036,True
oth-036-v2,other,en,"A private ambulance charged us Rs 112,000 for a 30 km transfer during an emergency, ten times the normal rate, and demanded cash before moving my father. I paid but I want to pursue this. Where does such a grievance even go?",oth-036,True
oth-036-v3,other,en,"I need some guidance. A private ambulance charged us Rs 36,000 for a 30 km transfer during an emergency, ten times the normal rate, and demanded cash before moving my father. I paid but I want to pursue this. Where does such a grievance even go?",oth-036,True
oth-037,other,en,"My son was beaten by seniors in his college hostel and the warden is pressuring us not to complain, saying it will spoil his career. The college is protecting the seniors because one is a trustee's son.",oth-037,False
oth-037-v1,other,en,"My son was beaten by seniors in his college hostel and the warden is pressuring us not to complain, saying it will spoil his career. The college is protecting the seniors because one is a trustee's son. Is there any legal option for me?",oth-037,True
oth-037-v2,other,en,"Please help me with this. My son was beaten by seniors in his college hostel and the warden is pressuring us not to complain, saying it will spoil his career. The college is protecting the seniors because one is a trustee's son.",oth-037,True
oth-037-v3,other,en,"Hello, My son was beaten by seniors in his college hostel and the warden is pressuring us not to complain, saying it will spoil his career. The college is protecting the seniors because one is a trustee's son.",oth-037,True
oth-038,other,en,I bought a plot fifteen years ago and recently found that the seller had sold the same plot to another person a year before me. Both of us have registered sale deeds. His deed is earlier.,oth-038,False
oth-038-v1,other,en,I bought a plot fifteen years ago and recently found that the seller had sold the same plot to another person a year before me. Both of us have registered sale deeds. His deed is earlier. What should I do now?,oth-038,True
oth-038-v2,other,en,"Hello, I bought a plot fifteen years ago and recently found that the seller had sold the same plot to another person a year before me. Both of us have registered sale deeds. His deed is earlier.",oth-038,True
oth-038-v3,other,en,"Sir, I bought a plot fifteen years ago and recently found that the seller had sold the same plot to another person a year before me. Both of us have registered sale deeds. His deed is earlier.",oth-038,True
oth-039,other,en,"My scooter was towed and the traffic police demanded Rs 2,300 with no receipt for half the amount. When I asked for a receipt for the full amount, they threatened more charges. I paid and left but this feels wrong.",oth-039,False
oth-039-v1,other,en,"My scooter was towed and the traffic police demanded Rs 1,800 with no receipt for half the amount. When I asked for a receipt for the full amount, they threatened more charges. I paid and left but this feels wrong. Please advise.",oth-039,True
oth-039-v2,other,en,"Please help me with this. My scooter was towed and the traffic police demanded Rs 5,800 with no receipt for half the amount. When I asked for a receipt for the full amount, they threatened more charges. I paid and left but this feels wrong.",oth-039,True
oth-039-v3,other,en,"My scooter was towed and the traffic police demanded Rs 1,400 with no receipt for half the amount. When I asked for a receipt for the full amount, they threatened more charges. I paid and left but this feels wrong.",oth-039,True
oth-040,other,en,My maid's husband takes away her entire salary and she and her kids often go hungry. She wants to open her own bank account and keep her earnings but he has her Aadhaar card locked away. How can I help her legally?,oth-040,False
oth-040-v1,other,en,Please help me with this. My maid's husband takes away her entire salary and she and her kids often go hungry. She wants to open her own bank account and keep her earnings but he has her Aadhaar card locked away. How can I help her legally?,oth-040,True
oth-040-v2,other,en,"Sir, My maid's husband takes away her entire salary and she and her kids often go hungry. She wants to open her own bank account and keep her earnings but he has her Aadhaar card locked away. How can I help her legally?",oth-040,True
oth-040-v3,other,en,"Hello, My maid's husband takes away her entire salary and she and her kids often go hungry. She wants to open her own bank account and keep her earnings but he has her Aadhaar card locked away. How can I help her legally?",oth-040,True
oth-041,other,en,Our building's borewell contractor dug beyond the permitted depth and the neighbouring buildings' wells have dried. They have filed a complaint against the whole society and each flat owner including tenants.,oth-041,False
oth-041-v1,other,en,Our building's borewell contractor dug beyond the permitted depth and the neighbouring buildings' wells have dried. They have filed a grievance against the whole society and each apartment owner including tenants.,oth-041,True
oth-041-v2,other,en,Our building's borewell contractor dug beyond the permitted depth and the neighbouring buildings' wells have dried. They have filed a grievance against the whole society and each apartment owner including tenants. What should I do now?,oth-041,True
oth-041-v3,other,en,I need some guidance. Our building's borewell contractor dug beyond the permitted depth and the neighbouring buildings' wells have dried. They have filed a grievance against the whole society and each apartment owner including tenants.,oth-041,True
oth-042,other,en,"I resigned properly with a 60 day notice, but my employer is withholding my relieving letter and final salary until I pay Rs 1.8 lakhs for a training bond I never signed. The offer letter mentions no bond.",oth-042,False
oth-042-v1,other,en,"I resigned properly with a 60 day notice, but my employer is withholding my relieving letter and final salary until I pay Rs 1.8 lakhs for a training bond I never signed. The offer letter mentions no bond. Please advise.",oth-042,True
oth-042-v2,other,en,"I resigned properly with a 60 day notice, but my employer is withholding my relieving letter and final salary until I pay Rs 1.8 lakhs for a training bond I never signed. The offer letter mentions no bond. What should I do now?",oth-042,True
oth-042-v3,other,en,"Sir, I resigned properly with a 60 day notice, but my employer is withholding my relieving letter and final salary until I pay Rs 1.8 lakhs for a training bond I never signed. The offer letter mentions no bond.",oth-042,True
oth-043,other,en,During a family function my gold chain was stolen and the CCTV clearly shows a catering staff member taking it. The caterer says his staff are contract workers and refuses to share their details.,oth-043,False
oth-043-v1,other,en,During a family function my gold chain was stolen and the CCTV clearly shows a catering staff member taking it. The caterer says his staff are contract workers and refuses to share their details. Kindly guide me on the next steps.,oth-043,True
oth-043-v2,other,en,During a family function my gold chain was stolen and the CCTV clearly shows a catering staff member taking it. The caterer says his staff are contract workers and refuses to share their details. Please advise.,oth-043,True
oth-043-v3,other,en,During a family function my gold chain was stolen and the CCTV clearly shows a catering staff member taking it. The caterer says his staff are contract workers and refuses to share their details. What should I do now?,oth-043,True
oth-044,other,hi-rom,Sasural wale dahej ke liye pareshan karte hain aur ab mere maayke walon ko dhamki de rahe hain. Meri beti chhoti hai isliye chup thi ab tak. Police complaint karne se pehle kya soch lena chahiye?,oth-044,False
oth-044-v1,other,hi-rom,Sasural wale dahej ke liye pareshan karte hain aur ab mere maayke walon ko dhamki de rahe hain. Meri beti chhoti hai isliye chup thi ab tak. Police grievance karne se pehle kya soch lena chahiye?,oth-044,True
oth-044-v2,other,hi-rom,"Hello, Sasural wale dahej ke liye pareshan karte hain aur ab mere maayke walon ko dhamki de rahe hain. Meri beti chhoti hai isliye chup thi ab tak. Police grievance karne se pehle kya soch lena chahiye?",oth-044,True
oth-044-v3,other,hi-rom,Please help me with this. Sasural wale dahej ke liye pareshan karte hain aur ab mere maayke walon ko dhamki de rahe hain. Meri beti chhoti hai isliye chup thi ab tak. Police grievance karne se pehle kya soch lena chahiye?,oth-044,True
oth-045,other,en,An unknown truck hit my parked car at night and drove off. A neighbour's camera caught the number. The truck owner denies it and his insurer says claim your own policy and lose your no claim bonus.,oth-045,False
oth-045-v1,other,en,"Hello, An unknown truck hit my parked car at night and drove off. A neighbour's camera caught the number. The truck owner denies it and his insurer says claim your own policy and lose your no claim bonus.",oth-045,True
oth-045-v2,other,en,An unknown truck hit my parked car at night and drove off. A neighbour's camera caught the number. The truck owner denies it and his insurer says claim your own policy and lose your no claim bonus. Please advise.,oth-045,True
oth-045-v3,other,en,An unknown truck hit my parked car at night and drove off. A neighbour's camera caught the number. The truck owner denies it and his insurer says claim your own policy and lose your no claim bonus. Is there any legal option for me?,oth-045,True
oth-048,other,en,"A film crew shot in our lane for a week, damaged the road, broke our gate light and left. The production house's local manager gave a number that is now switched off.",oth-048,False
oth-048-v1,other,en,"A film crew shot in our lane for a week, damaged the road, broke our gate light and left. The production house's local manager gave a number that is now switched off. Is there any legal option for me?",oth-048,True
oth-048-v2,other,en,"Please help me with this. A film crew shot in our lane for a week, damaged the road, broke our gate light and left. The production house's local manager gave a number that is now switched off.",oth-048,True
oth-048-v3,other,en,"Sir, A film crew shot in our lane for a week, damaged the road, broke our gate light and left. The production house's local manager gave a number that is now switched off.",oth-048,True
oth-049,other,en,My twelve year old was made to clean toilets in school as punishment for not bringing craft material. The principal calls it discipline. Other parents have similar stories but are afraid to speak.,oth-049,False
oth-049-v1,other,en,"Sir, My twelve year old was made to clean toilets in school as punishment for not bringing craft material. The principal calls it discipline. Other parents have similar stories but are afraid to speak.",oth-049,True
oth-049-v2,other,en,My twelve year old was made to clean toilets in school as punishment for not bringing craft material. The principal calls it discipline. Other parents have similar stories but are afraid to speak. What should I do now?,oth-049,True
oth-049-v3,other,en,My twelve year old was made to clean toilets in school as punishment for not bringing craft material. The principal calls it discipline. Other parents have similar stories but are afraid to speak. Is there any legal option for me?,oth-049,True
oth-050,other,en,The liquor shop that opened beside our school operates beyond permitted hours and men gather there when children walk home. Our complaints to excise have gone nowhere for a year.,oth-050,False
oth-050-v1,other,en,The liquor store that opened beside our school operates beyond permitted hours and men gather there when children walk home. Our complaints to excise have gone nowhere for a year.,oth-050,True
oth-050-v2,other,en,The liquor store that opened beside our school operates beyond permitted hours and men gather there when children walk home. Our complaints to excise have gone nowhere for a year. What should I do now?,oth-050,True
oth-050-v3,other,en,"Sir, The liquor store that opened beside our school operates beyond permitted hours and men gather there when children walk home. Our complaints to excise have gone nowhere for a year.",oth-050,True
oth-051,other,en,I need help but I do not know what kind of case this is. My problem is with a government office not doing my work for two years. Every visit they ask for a new paper. I am tired.,oth-051,False
oth-051-v1,other,en,I need help but I do not know what kind of case this is. My problem is with a government office not doing my work for two years. Every visit they ask for a new paper. I am tired. What should I do now?,oth-051,True
oth-051-v2,other,en,I need help but I do not know what kind of case this is. My problem is with a government office not doing my work for two years. Every visit they ask for a new paper. I am tired. Kindly guide me on the next steps.,oth-051,True
oth-051-v3,other,en,I need help but I do not know what kind of case this is. My problem is with a government office not doing my work for two years. Every visit they ask for a new paper. I am tired. Is there any legal option for me?,oth-051,True
oth-054,other,en,"My question is general. If someone cheated me two years ago, is it too late to do anything now? How many years do I have for filing cases in India?",oth-054,False
oth-054-v1,other,en,"Hello, My question is general. If someone cheated me two years ago, is it too late to do anything now? How many years do I have for filing cases in India?",oth-054,True
oth-054-v2,other,en,"My question is general. If someone cheated me two years ago, is it too late to do anything now? How many years do I have for filing cases in India? Kindly guide me on the next steps.",oth-054,True
oth-054-v3,other,en,"My question is general. If someone cheated me two years ago, is it too late to do anything now? How many years do I have for filing cases in India? What should I do now?",oth-054,True
oth-057,other,hi-rom,"Mujhe kisi ne dhokha diya hai paison ka mamla hai. Bahut bada amount hai. Kya karna chahiye pehle, police ya lawyer? Jaldi jawab chahiye please.",oth-057,False
oth-057-v1,other,hi-rom,"Mujhe kisi ne dhokha diya hai paison ka mamla hai. Bahut bada amount hai. Kya karna chahiye pehle, police ya lawyer? Jaldi jawab chahiye please. Kindly guide me on the next steps.",oth-057,True
oth-057-v2,other,hi-rom,"Mujhe kisi ne dhokha diya hai paison ka mamla hai. Bahut bada amount hai. Kya karna chahiye pehle, police ya lawyer? Jaldi jawab chahiye please. Please advise.",oth-057,True
oth-057-v3,other,hi-rom,"Mujhe kisi ne dhokha diya hai paison ka mamla hai. Bahut bada amount hai. Kya karna chahiye pehle, police ya lawyer? Jaldi jawab chahiye please. Is there any legal option for me?",oth-057,True
oth-058,other,en,Our panchayat has allotted the playground where children play to a private cold storage on lease. Villagers were never consulted. Construction starts next month.,oth-058,False
oth-058-v1,other,en,Our panchayat has allotted the playground where children play to a private cold storage on lease. Villagers were never consulted. Construction starts next month. What should I do now?,oth-058,True
oth-058-v2,other,en,"Hello, Our panchayat has allotted the playground where children play to a private cold storage on lease. Villagers were never consulted. Construction starts next month.",oth-058,True
oth-058-v3,other,en,Our panchayat has allotted the playground where children play to a private cold storage on lease. Villagers were never consulted. Construction starts next month. Is there any legal option for me?,oth-058,True
oth-059,other,en,"My identity was used by someone to buy three SIM cards, and one of them shows up in a police investigation in another state. I got a call from a number claiming to be police, demanding I appear or pay to close it.",oth-059,False
